# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
11938; P08-R01-PastaSalad-152751-156810; P08-R01-PastaSalad; 152751; 156810; Open fridge; Open; fridge
11939; OP04-R03-BaconAndEggs-308930-309883; OP04-R03-BaconAndEggs; 308930; 309883; Put bowl; Put; bowl
11940; OP06-R06-GreekSalad-375445-376785; OP06-R06-GreekSalad; 375445; 376785; Put condiment_container; Put; condiment_container
11941; P03-R01-PastaSalad-2375578-2377011; P03-R01-PastaSalad; 2375578; 2377011; Take tomato_container; Take; tomato_container
11942; P17-R03-BaconAndEggs-378909-381236; P17-R03-BaconAndEggs; 378909; 381236; Pour oil,oil_container,pan; Pour; oil,oil_container,pan
11943; P15-R01-PastaSalad-187769-189316; P15-R01-PastaSalad; 187769; 189316; Put cup; Put; cup
11944; P03-R01-PastaSalad-686058-687705; P03-R01-PastaSalad; 686058; 687705; Open fridge_drawer; Open; fridge_drawer
11945; P12-R02-TurkeySandwich-98053-100261; P12-R02-TurkeySandwich; 98053; 100261; Close fridge; Close; fridge
11946; OP01-R06-GreekSalad-744535-750195; OP01-R06-GreekSalad; 744535; 750195; Pour condiment,condiment_container,salad; Pour; condiment,condiment_container,salad
11947; OP06-R05-Cheeseburger-427830-432100; OP06-R05-Cheeseburger; 427830; 432100; Put cheese; Put; cheese
11948; P19-R04-ContinentalBreakfast-696840-698033; P19-R04-ContinentalBreakfast; 696840; 698033; Turn off faucet; Turn off; faucet
11949; OP03-R07-Pizza-445125-455124; OP03-R07-Pizza; 445125; 455124; Move Around mushroom; Move Around; mushroom
11952; P14-R02-TurkeySandwich-432980-438580; P14-R02-TurkeySandwich; 432980; 438580; Put lettuce; Put; lettuce
11953; P03-R01-PastaSalad-176400-179200; P03-R01-PastaSalad; 176400; 179200; Take grocery_bag; Take; grocery_bag
11954; P01-R02-TurkeySandwich-486587-488945; P01-R02-TurkeySandwich; 486587; 488945; Inspect/Read recipe; Inspect/Read; recipe
11955; OP03-R04-ContinentalBreakfast-407394-408613; OP03-R04-ContinentalBreakfast; 407394; 408613; Put bowl; Put; bowl
11956; P07-R01-PastaSalad-1871920-1872730; P07-R01-PastaSalad; 1871920; 1872730; Take seasoning_container; Take; seasoning_container
11957; P10-R06-GreekSalad-247169-250736; P10-R06-GreekSalad; 247169; 250736; Cut onion; Cut; onion
11958; P21-R06-GreekSalad-736316-743179; P21-R06-GreekSalad; 736316; 743179; Transfer vegetable,cutting_board,bowl; Transfer; vegetable,cutting_board,bowl
11959; OP06-R04-ContinentalBreakfast-127490-132090; OP06-R04-ContinentalBreakfast; 127490; 132090; Operate microwave; Operate; microwave
11960; P19-R03-BaconAndEggs-586686-593055; P19-R03-BaconAndEggs; 586686; 593055; Move Around pan; Move Around; pan
11961; P15-R01-PastaSalad-288725-290725; P15-R01-PastaSalad; 288725; 290725; Open fridge_drawer; Open; fridge_drawer
11962; P16-R03-BaconAndEggs-1277500-1279400; P16-R03-BaconAndEggs; 1277500; 1279400; Close oil_container; Close; oil_container
11963; P18-R04-ContinentalBreakfast-639081-643127; P18-R04-ContinentalBreakfast; 639081; 643127; Wash eating_utensil; Wash; eating_utensil
11964; P22-R03-BaconAndEggs-578059-580491; P22-R03-BaconAndEggs; 578059; 580491; Operate microwave; Operate; microwave
11965; P05-R01-PastaSalad-635472-638311; P05-R01-PastaSalad; 635472; 638311; Operate microwave; Operate; microwave
11966; P26-R05-Cheeseburger-214069-218469; P26-R05-Cheeseburger; 214069; 218469; Take bread_container; Take; bread_container
11967; P13-R01-PastaSalad-134502-139127; P13-R01-PastaSalad; 134502; 139127; Put bowl; Put; bowl
11968; P10-R05-Cheeseburger-764890-766040; P10-R05-Cheeseburger; 764890; 766040; Wash cutting_board; Wash; cutting_board
11969; P13-R01-PastaSalad-3013453-3014587; P13-R01-PastaSalad; 3013453; 3014587; Wash paper_towel; Wash; paper_towel
11970; P07-R01-PastaSalad-1413180-1426050; P07-R01-PastaSalad; 1413180; 1426050; Other cucumber; Other; cucumber
11971; P18-R03-BaconAndEggs-688308-692772; P18-R03-BaconAndEggs; 688308; 692772; Pour egg,pan,plate; Pour; egg,pan,plate
11972; P20-R04-ContinentalBreakfast-601218-602431; P20-R04-ContinentalBreakfast; 601218; 602431; Close boiler; Close; boiler
11973; P02-R03-BaconAndEggs-1472825-1474582; P02-R03-BaconAndEggs; 1472825; 1474582; Wash pan; Wash; pan
11974; P14-R01-PastaSalad-2028023-2031370; P14-R01-PastaSalad; 2028023; 2031370; Wash sink; Wash; sink
11975; OP03-R06-GreekSalad-370560-371450; OP03-R06-GreekSalad; 370560; 371450; Close vegetable_container; Close; vegetable_container
11976; P23-R03-BaconAndEggs-1060585-1062434; P23-R03-BaconAndEggs; 1060585; 1062434; Take condiment,eating_utensil; Take; condiment,eating_utensil
11977; P11-R01-PastaSalad-819950-822150; P11-R01-PastaSalad; 819950; 822150; Cut carrot; Cut; carrot
11978; OP01-R04-ContinentalBreakfast-71665-72925; OP01-R04-ContinentalBreakfast; 71665; 72925; Take bowl; Take; bowl
11979; P11-R02-TurkeySandwich-82730-84050; P11-R02-TurkeySandwich; 82730; 84050; Take tomato_container; Take; tomato_container
11980; P19-R04-ContinentalBreakfast-313891-315364; P19-R04-ContinentalBreakfast; 313891; 315364; Take teabag; Take; teabag
11981; P02-R01-PastaSalad-547762-549062; P02-R01-PastaSalad; 547762; 549062; Cut carrot; Cut; carrot
11982; P05-R02-TurkeySandwich-224898-225754; P05-R02-TurkeySandwich; 224898; 225754; Put eating_utensil; Put; eating_utensil
11983; P07-R01-PastaSalad-526020-526760; P07-R01-PastaSalad; 526020; 526760; Inspect/Read cabinet; Inspect/Read; cabinet
11984; P21-R04-ContinentalBreakfast-198069-198957; P21-R04-ContinentalBreakfast; 198069; 198957; Close microwave; Close; microwave
11985; OP04-R06-GreekSalad-324100-325000; OP04-R06-GreekSalad; 324100; 325000; Turn on faucet; Turn on; faucet
11987; P05-R01-PastaSalad-1022297-1024693; P05-R01-PastaSalad; 1022297; 1024693; Move Around seasoning_container; Move Around; seasoning_container
11989; OP02-R01-PastaSalad-468034-469188; OP02-R01-PastaSalad; 468034; 469188; Put bell_pepper; Put; bell_pepper
11990; P01-R02-TurkeySandwich-164172-165751; P01-R02-TurkeySandwich; 164172; 165751; Turn off faucet; Turn off; faucet
11991; P03-R01-PastaSalad-1766270-1780459; P03-R01-PastaSalad; 1766270; 1780459; Cut onion; Cut; onion
11993; OP02-R03-BaconAndEggs-632900-634790; OP02-R03-BaconAndEggs; 632900; 634790; Open fridge_drawer; Open; fridge_drawer
11994; P19-R03-BaconAndEggs-628956-631154; P19-R03-BaconAndEggs; 628956; 631154; Open cabinet; Open; cabinet
11996; P07-R01-PastaSalad-719010-721760; P07-R01-PastaSalad; 719010; 721760; Open tomato_container; Open; tomato_container
11997; OP03-R05-Cheeseburger-618160-622930; OP03-R05-Cheeseburger; 618160; 622930; Take lettuce; Take; lettuce
11998; P02-R04-ContinentalBreakfast-826279-827399; P02-R04-ContinentalBreakfast; 826279; 827399; Open fridge; Open; fridge
11999; P01-R02-TurkeySandwich-290108-291557; P01-R02-TurkeySandwich; 290108; 291557; Put lettuce; Put; lettuce
12000; P22-R03-BaconAndEggs-143760-146138; P22-R03-BaconAndEggs; 143760; 146138; Open cabinet; Open; cabinet
12001; P16-R03-BaconAndEggs-1660000-1664400; P16-R03-BaconAndEggs; 1660000; 1664400; Put juice_container; Put; juice_container
12002; OP03-R01-PastaSalad-92050-92770; OP03-R01-PastaSalad; 92050; 92770; Put bowl; Put; bowl
12003; P01-R01-PastaSalad-85059-87478; P01-R01-PastaSalad; 85059; 87478; Operate stove; Operate; stove
12004; P08-R01-PastaSalad-258070-261011; P08-R01-PastaSalad; 258070; 261011; Cut tomato; Cut; tomato
12005; OP03-R05-Cheeseburger-596350-598580; OP03-R05-Cheeseburger; 596350; 598580; Take tomato_container; Take; tomato_container
12006; P13-R01-PastaSalad-2182242-2183109; P13-R01-PastaSalad; 2182242; 2183109; Move Around bowl; Move Around; bowl
12007; OP06-R07-Pizza-422540-439300; OP06-R07-Pizza; 422540; 439300; Pour condiment,condiment_container,pizza; Pour; condiment,condiment_container,pizza
12008; P03-R01-PastaSalad-605646-607470; P03-R01-PastaSalad; 605646; 607470; Open drawer; Open; drawer
12009; OP03-R03-BaconAndEggs-373295-377550; OP03-R03-BaconAndEggs; 373295; 377550; Inspect/Read recipe; Inspect/Read; recipe
12010; OP01-R06-GreekSalad-285215-289935; OP01-R06-GreekSalad; 285215; 289935; Cut tomato; Cut; tomato
12011; P06-R02-TurkeySandwich-510108-511685; P06-R02-TurkeySandwich; 510108; 511685; Put plate; Put; plate
12012; P18-R03-BaconAndEggs-508190-509122; P18-R03-BaconAndEggs; 508190; 509122; Open cabinet; Open; cabinet
12013; P12-R02-TurkeySandwich-487169-488419; P12-R02-TurkeySandwich; 487169; 488419; Put cheese_container; Put; cheese_container
12014; P03-R01-PastaSalad-1876323-1880620; P03-R01-PastaSalad; 1876323; 1880620; Inspect/Read recipe; Inspect/Read; recipe
12015; P23-R03-BaconAndEggs-1139348-1142811; P23-R03-BaconAndEggs; 1139348; 1142811; Open oil_container; Open; oil_container
12018; P22-R03-BaconAndEggs-656348-658040; P22-R03-BaconAndEggs; 656348; 658040; Take bowl; Take; bowl
12019; P24-R03-BaconAndEggs-1249993-1253440; P24-R03-BaconAndEggs; 1249993; 1253440; Move Around bacon; Move Around; bacon
12020; P23-R03-BaconAndEggs-2215237-2231570; P23-R03-BaconAndEggs; 2215237; 2231570; Wash pan; Wash; pan
12021; P07-R01-PastaSalad-1208880-1213330; P07-R01-PastaSalad; 1208880; 1213330; Cut carrot; Cut; carrot
12022; P23-R03-BaconAndEggs-275407-277134; P23-R03-BaconAndEggs; 275407; 277134; Take oil_container; Take; oil_container
12023; P12-R02-TurkeySandwich-225298-226381; P12-R02-TurkeySandwich; 225298; 226381; Divide/Pull Apart lettuce; Divide/Pull Apart; lettuce
12024; OP06-R03-BaconAndEggs-448040-449340; OP06-R03-BaconAndEggs; 448040; 449340; Put plate; Put; plate
12025; P08-R01-PastaSalad-960350-967764; P08-R01-PastaSalad; 960350; 967764; Cut olive; Cut; olive
12026; P02-R06-GreekSalad-140071-141401; P02-R06-GreekSalad; 140071; 141401; Cut tomato; Cut; tomato
12027; P22-R03-BaconAndEggs-3077857-3080440; P22-R03-BaconAndEggs; 3077857; 3080440; Clean/Wipe plate,paper_towel; Clean/Wipe; plate,paper_towel
12028; P14-R01-PastaSalad-314619-320467; P14-R01-PastaSalad; 314619; 320467; Wash bell_pepper; Wash; bell_pepper
12029; OP03-R04-ContinentalBreakfast-309535-312065; OP03-R04-ContinentalBreakfast; 309535; 312065; Move Around cereal_container; Move Around; cereal_container
12030; P21-R06-GreekSalad-967165-970476; P21-R06-GreekSalad; 967165; 970476; Wash cutting_board; Wash; cutting_board
12031; P12-R01-PastaSalad-118650-119700; P12-R01-PastaSalad; 118650; 119700; Take pasta_container; Take; pasta_container
12033; P07-R01-PastaSalad-75210-77270; P07-R01-PastaSalad; 75210; 77270; Open dishwasher_rack; Open; dishwasher_rack
12034; P11-R01-PastaSalad-2198199-2206799; P11-R01-PastaSalad; 2198199; 2206799; Clean/Wipe cutting_board; Clean/Wipe; cutting_board
12035; P02-R01-PastaSalad-921594-922208; P02-R01-PastaSalad; 921594; 922208; Close fridge; Close; fridge
12036; P09-R01-PastaSalad-506469-511020; P09-R01-PastaSalad; 506469; 511020; Cut tomato; Cut; tomato
12037; P08-R01-PastaSalad-721460-722754; P08-R01-PastaSalad; 721460; 722754; Take cucumber; Take; cucumber
12038; OP03-R07-Pizza-568881-569878; OP03-R07-Pizza; 568881; 569878; Take bell_pepper; Take; bell_pepper
12039; OP03-R03-BaconAndEggs-794784-795521; OP03-R03-BaconAndEggs; 794784; 795521; Close fridge; Close; fridge
12040; P04-R05-Cheeseburger-110810-112843; P04-R05-Cheeseburger; 110810; 112843; Take patty_container; Take; patty_container
12041; P03-R01-PastaSalad-739176-740234; P03-R01-PastaSalad; 739176; 740234; Put carrot_container; Put; carrot_container
12042; P13-R01-PastaSalad-1567081-1567983; P13-R01-PastaSalad; 1567081; 1567983; Take onion; Take; onion
12043; OP03-R02-TurkeySandwich-346650-347600; OP03-R02-TurkeySandwich; 346650; 347600; Put tomato; Put; tomato
12044; OP01-R07-Pizza-1110860-1111540; OP01-R07-Pizza; 1110860; 1111540; Put kitchen_mitt; Put; kitchen_mitt
12045; OP06-R03-BaconAndEggs-450740-451450; OP06-R03-BaconAndEggs; 450740; 451450; Move Around egg,pan; Move Around; egg,pan
12046; OP01-R06-GreekSalad-213375-215660; OP01-R06-GreekSalad; 213375; 215660; Transfer cucumber,plate,bowl; Transfer; cucumber,plate,bowl
12047; OP03-R01-PastaSalad-948060-948750; OP03-R01-PastaSalad; 948060; 948750; Take oil_container; Take; oil_container
12048; P21-R03-BaconAndEggs-398499-405813; P21-R03-BaconAndEggs; 398499; 405813; Pour egg,bowl,pan; Pour; egg,bowl,pan
12049; P21-R05-Cheeseburger-668384-677258; P21-R05-Cheeseburger; 668384; 677258; Squeeze condiment,bread; Squeeze; condiment,bread
12050; P05-R01-PastaSalad-1548348-1550628; P05-R01-PastaSalad; 1548348; 1550628; Put trash; Put; trash
12051; OP01-R03-BaconAndEggs-430860-433750; OP01-R03-BaconAndEggs; 430860; 433750; Close juice_container; Close; juice_container
12052; OP03-R04-ContinentalBreakfast-193145-195030; OP03-R04-ContinentalBreakfast; 193145; 195030; Put jelly_container_lid; Put; jelly_container_lid
12053; OP02-R07-Pizza-555029-557696; OP02-R07-Pizza; 555029; 557696; Take cheese_container; Take; cheese_container
12054; P20-R04-ContinentalBreakfast-176037-177597; P20-R04-ContinentalBreakfast; 176037; 177597; Take eating_utensil; Take; eating_utensil
12056; P03-R01-PastaSalad-261469-263352; P03-R01-PastaSalad; 261469; 263352; Close fridge_drawer; Close; fridge_drawer
12057; P21-R06-GreekSalad-854712-859896; P21-R06-GreekSalad; 854712; 859896; Pour seasoning,seasoning_container,salad; Pour; seasoning,seasoning_container,salad
12058; P03-R01-PastaSalad-2325921-2332516; P03-R01-PastaSalad; 2325921; 2332516; Other storage_container; Other; storage_container
12059; P02-R01-PastaSalad-280831-290515; P02-R01-PastaSalad; 280831; 290515; Divide/Pull Apart onion; Divide/Pull Apart; onion
12060; P21-R04-ContinentalBreakfast-1590071-1591535; P21-R04-ContinentalBreakfast; 1590071; 1591535; Divide/Pull Apart paper_towel; Divide/Pull Apart; paper_towel
12061; P10-R05-Cheeseburger-280015-282285; P10-R05-Cheeseburger; 280015; 282285; Take onion; Take; onion
12062; P19-R03-BaconAndEggs-1341714-1343302; P19-R03-BaconAndEggs; 1341714; 1343302; Wash plate; Wash; plate
12063; OP03-R04-ContinentalBreakfast-302647-303501; OP03-R04-ContinentalBreakfast; 302647; 303501; Take bowl; Take; bowl
12064; P21-R03-BaconAndEggs-347969-351593; P21-R03-BaconAndEggs; 347969; 351593; Open cabinet; Open; cabinet
12065; P10-R05-Cheeseburger-440865-445225; P10-R05-Cheeseburger; 440865; 445225; Move Around patty; Move Around; patty
12066; P11-R02-TurkeySandwich-585240-595050; P11-R02-TurkeySandwich; 585240; 595050; Wash cutting_board; Wash; cutting_board
12067; P25-R06-GreekSalad-176781-178251; P25-R06-GreekSalad; 176781; 178251; Open fridge; Open; fridge
12068; OP01-R06-GreekSalad-794790-796010; OP01-R06-GreekSalad; 794790; 796010; Put condiment_container; Put; condiment_container
12069; P22-R03-BaconAndEggs-1701127-1703041; P22-R03-BaconAndEggs; 1701127; 1703041; Take paper_towel; Take; paper_towel
12070; OP01-R04-ContinentalBreakfast-159425-160235; OP01-R04-ContinentalBreakfast; 159425; 160235; Open microwave; Open; microwave
12071; P12-R01-PastaSalad-189000-191900; P12-R01-PastaSalad; 189000; 191900; Take onion; Take; onion
12072; P06-R02-TurkeySandwich-487266-488083; P06-R02-TurkeySandwich; 487266; 488083; Wash plate; Wash; plate
12073; P21-R06-GreekSalad-899463-903560; P21-R06-GreekSalad; 899463; 903560; Inspect/Read recipe; Inspect/Read; recipe
12074; P22-R03-BaconAndEggs-957090-959752; P22-R03-BaconAndEggs; 957090; 959752; Take juice_container; Take; juice_container
12075; P02-R03-BaconAndEggs-126037-127577; P02-R03-BaconAndEggs; 126037; 127577; Take oil_container; Take; oil_container
12076; P23-R03-BaconAndEggs-1150077-1152304; P23-R03-BaconAndEggs; 1150077; 1152304; Move Around pan; Move Around; pan
12077; OP01-R01-PastaSalad-662995-663735; OP01-R01-PastaSalad; 662995; 663735; Cut carrot; Cut; carrot
12078; OP01-R02-TurkeySandwich-282450-286630; OP01-R02-TurkeySandwich; 282450; 286630; Put deli_meat; Put; deli_meat
12079; OP02-R06-GreekSalad-170702-172758; OP02-R06-GreekSalad; 170702; 172758; Take cucumber_container; Take; cucumber_container
12080; P05-R01-PastaSalad-494157-504748; P05-R01-PastaSalad; 494157; 504748; Cut tomato; Cut; tomato
12081; P14-R01-PastaSalad-558240-560015; P14-R01-PastaSalad; 558240; 560015; Mix pasta; Mix; pasta
12082; P21-R05-Cheeseburger-53257-56348; P21-R05-Cheeseburger; 53257; 56348; Take plate; Take; plate
12083; P07-R01-PastaSalad-1227750-1229470; P07-R01-PastaSalad; 1227750; 1229470; Cut carrot; Cut; carrot
12084; P11-R01-PastaSalad-104150-108050; P11-R01-PastaSalad; 104150; 108050; Take pasta_container; Take; pasta_container
12085; P17-R04-ContinentalBreakfast-1021623-1022561; P17-R04-ContinentalBreakfast; 1021623; 1022561; Put trash,trash_container; Put; trash,trash_container
12086; P22-R03-BaconAndEggs-899620-902738; P22-R03-BaconAndEggs; 899620; 902738; Clean/Wipe pan; Clean/Wipe; pan
12087; P13-R01-PastaSalad-567115-568911; P13-R01-PastaSalad; 567115; 568911; Close cabinet; Close; cabinet
12088; P19-R03-BaconAndEggs-724760-726004; P19-R03-BaconAndEggs; 724760; 726004; Transfer egg,pan,plate; Transfer; egg,pan,plate
12089; P07-R01-PastaSalad-2092215-2094365; P07-R01-PastaSalad; 2092215; 2094365; Wash cutting_board; Wash; cutting_board
12090; P19-R03-BaconAndEggs-1293974-1296028; P19-R03-BaconAndEggs; 1293974; 1296028; Open dishwasher; Open; dishwasher
12091; P18-R03-BaconAndEggs-314161-318880; P18-R03-BaconAndEggs; 314161; 318880; Pour oil,oil_container,pan; Pour; oil,oil_container,pan
12092; OP04-R03-BaconAndEggs-503760-506290; OP04-R03-BaconAndEggs; 503760; 506290; Take bacon; Take; bacon
12093; P04-R01-PastaSalad-1494214-1499654; P04-R01-PastaSalad; 1494214; 1499654; Transfer olive,olive_container,cutting_board; Transfer; olive,olive_container,cutting_board
12094; P07-R01-PastaSalad-204810-206010; P07-R01-PastaSalad; 204810; 206010; Open drawer; Open; drawer
12095; P18-R04-ContinentalBreakfast-644289-661526; P18-R04-ContinentalBreakfast; 644289; 661526; Wash eating_utensil; Wash; eating_utensil
12096; OP01-R06-GreekSalad-406685-407205; OP01-R06-GreekSalad; 406685; 407205; Take lettuce; Take; lettuce
12097; P21-R04-ContinentalBreakfast-402615-406240; P21-R04-ContinentalBreakfast; 402615; 406240; Take condiment_container; Take; condiment_container
12098; P20-R04-ContinentalBreakfast-734742-736343; P20-R04-ContinentalBreakfast; 734742; 736343; Open milk_container; Open; milk_container
12099; OP04-R01-PastaSalad-604895-611825; OP04-R01-PastaSalad; 604895; 611825; Mix pasta; Mix; pasta
12100; P13-R01-PastaSalad-721557-727617; P13-R01-PastaSalad; 721557; 727617; Open drawer; Open; drawer
12101; P06-R01-PastaSalad-640238-640770; P06-R01-PastaSalad; 640238; 640770; Cut bell_pepper; Cut; bell_pepper
12102; P24-R03-BaconAndEggs-1255510-1259266; P24-R03-BaconAndEggs; 1255510; 1259266; Transfer bacon,pan,plate; Transfer; bacon,pan,plate
12103; P03-R01-PastaSalad-542234-543234; P03-R01-PastaSalad; 542234; 543234; Take bowl; Take; bowl
12104; P19-R03-BaconAndEggs-144570-147867; P19-R03-BaconAndEggs; 144570; 147867; Take egg_container; Take; egg_container
12105; P26-R05-Cheeseburger-304804-333141; P26-R05-Cheeseburger; 304804; 333141; Move Around pan; Move Around; pan
12108; OP01-R04-ContinentalBreakfast-197710-200540; OP01-R04-ContinentalBreakfast; 197710; 200540; Open condiment_container; Open; condiment_container
12109; OP04-R01-PastaSalad-641895-643335; OP04-R01-PastaSalad; 641895; 643335; Close fridge; Close; fridge
12110; OP04-R01-PastaSalad-272170-288870; OP04-R01-PastaSalad; 272170; 288870; Cut bell_pepper; Cut; bell_pepper
12111; P22-R03-BaconAndEggs-1081144-1082679; P22-R03-BaconAndEggs; 1081144; 1082679; Turn off faucet; Turn off; faucet
12113; P23-R03-BaconAndEggs-1021224-1022334; P23-R03-BaconAndEggs; 1021224; 1022334; Open condiment_container; Open; condiment_container
12114; P13-R01-PastaSalad-1378300-1379875; P13-R01-PastaSalad; 1378300; 1379875; Clean/Wipe eating_utensil; Clean/Wipe; eating_utensil
12115; P02-R06-GreekSalad-451525-455645; P02-R06-GreekSalad; 451525; 455645; Wash cutting_board; Wash; cutting_board
12116; P16-R03-BaconAndEggs-948500-950500; P16-R03-BaconAndEggs; 948500; 950500; Open drawer; Open; drawer
12117; P06-R02-TurkeySandwich-388506-389407; P06-R02-TurkeySandwich; 388506; 389407; Take condiment_container; Take; condiment_container
12118; OP05-R03-BaconAndEggs-250045-251445; OP05-R03-BaconAndEggs; 250045; 251445; Put milk_container; Put; milk_container
12119; P22-R03-BaconAndEggs-247593-250616; P22-R03-BaconAndEggs; 247593; 250616; Wash cooking_utensil; Wash; cooking_utensil
12120; P18-R03-BaconAndEggs-474106-475160; P18-R03-BaconAndEggs; 474106; 475160; Open cabinet; Open; cabinet
12121; P18-R04-ContinentalBreakfast-761244-762395; P18-R04-ContinentalBreakfast; 761244; 762395; Open cabinet; Open; cabinet
12122; OP01-R04-ContinentalBreakfast-141860-145730; OP01-R04-ContinentalBreakfast; 141860; 145730; Operate microwave; Operate; microwave
12123; P23-R03-BaconAndEggs-1105512-1107050; P23-R03-BaconAndEggs; 1105512; 1107050; Take cooking_utensil; Take; cooking_utensil
12124; OP01-R06-GreekSalad-810155-811745; OP01-R06-GreekSalad; 810155; 811745; Put trash,trash_container; Put; trash,trash_container
12125; OP03-R02-TurkeySandwich-215270-217100; OP03-R02-TurkeySandwich; 215270; 217100; Close fridge; Close; fridge
12126; P13-R01-PastaSalad-2457779-2458830; P13-R01-PastaSalad; 2457779; 2458830; Move Around cup; Move Around; cup
12127; P18-R03-BaconAndEggs-919614-923011; P18-R03-BaconAndEggs; 919614; 923011; Move Around eating_utensil; Move Around; eating_utensil
12128; P11-R01-PastaSalad-988406-996906; P11-R01-PastaSalad; 988406; 996906; Cut carrot; Cut; carrot
12129; P13-R01-PastaSalad-637742-640336; P13-R01-PastaSalad; 637742; 640336; Take carrot_container; Take; carrot_container
12130; P03-R01-PastaSalad-254293-255352; P03-R01-PastaSalad; 254293; 255352; Take bell_pepper; Take; bell_pepper
12131; P07-R01-PastaSalad-791100-795490; P07-R01-PastaSalad; 791100; 795490; Move Around cooking_utensil; Move Around; cooking_utensil
12132; P25-R06-GreekSalad-479372-481455; P25-R06-GreekSalad; 479372; 481455; Open cabinet; Open; cabinet
12133; P03-R01-PastaSalad-326411-327117; P03-R01-PastaSalad; 326411; 327117; Put strainer; Put; strainer
12134; P13-R01-PastaSalad-2800595-2802324; P13-R01-PastaSalad; 2800595; 2802324; Wash hand; Wash; hand
12135; P20-R04-ContinentalBreakfast-73272-77358; P20-R04-ContinentalBreakfast; 73272; 77358; Take plate; Take; plate
12136; P10-R06-GreekSalad-217345-218953; P10-R06-GreekSalad; 217345; 218953; Open fridge; Open; fridge
12138; OP01-R01-PastaSalad-319185-323260; OP01-R01-PastaSalad; 319185; 323260; Move Around vegetable_mixture; Move Around; vegetable_mixture
12139; P04-R05-Cheeseburger-696967-698145; P04-R05-Cheeseburger; 696967; 698145; Open drawer; Open; drawer
12140; P07-R01-PastaSalad-382240-383110; P07-R01-PastaSalad; 382240; 383110; Open pasta_container; Open; pasta_container
12141; P09-R01-PastaSalad-825748-829066; P09-R01-PastaSalad; 825748; 829066; Take onion_container; Take; onion_container
12142; OP04-R01-PastaSalad-829160-830140; OP04-R01-PastaSalad; 829160; 830140; Take condiment_container; Take; condiment_container
12143; P03-R01-PastaSalad-1989094-1989688; P03-R01-PastaSalad; 1989094; 1989688; Transfer bell_pepper,cutting_board,storage_container; Transfer; bell_pepper,cutting_board,storage_container
12144; OP02-R03-BaconAndEggs-407035-408345; OP02-R03-BaconAndEggs; 407035; 408345; Take juice; Take; juice
12145; OP01-R01-PastaSalad-633437-634267; OP01-R01-PastaSalad; 633437; 634267; Put tomato; Put; tomato
12146; P12-R02-TurkeySandwich-497582-500165; P12-R02-TurkeySandwich; 497582; 500165; Move Around cutting_board; Move Around; cutting_board
12147; P07-R01-PastaSalad-921060-923960; P07-R01-PastaSalad; 921060; 923960; Open fridge; Open; fridge
12148; P08-R01-PastaSalad-660391-664920; P08-R01-PastaSalad; 660391; 664920; Cut onion; Cut; onion
12149; OP05-R04-ContinentalBreakfast-59472-60582; OP05-R04-ContinentalBreakfast; 59472; 60582; Close condiment; Close; condiment
12150; P02-R01-PastaSalad-56332-58116; P02-R01-PastaSalad; 56332; 58116; Put pot; Put; pot
12151; P23-R03-BaconAndEggs-2366766-2367883; P23-R03-BaconAndEggs; 2366766; 2367883; Put trash,trash_container; Put; trash,trash_container
12152; P02-R03-BaconAndEggs-1639526-1660526; P02-R03-BaconAndEggs; 1639526; 1660526; Wash pot; Wash; pot
12153; P20-R04-ContinentalBreakfast-791079-792745; P20-R04-ContinentalBreakfast; 791079; 792745; Operate stove; Operate; stove
12154; OP01-R04-ContinentalBreakfast-217290-218270; OP01-R04-ContinentalBreakfast; 217290; 218270; Take pot; Take; pot
12155; P16-R03-BaconAndEggs-310100-313600; P16-R03-BaconAndEggs; 310100; 313600; Move Around egg_container,fridge; Move Around; egg_container,fridge
12156; P21-R06-GreekSalad-441272-452771; P21-R06-GreekSalad; 441272; 452771; Inspect/Read recipe; Inspect/Read; recipe
12157; P21-R05-Cheeseburger-483627-497114; P21-R05-Cheeseburger; 483627; 497114; Move Around patty; Move Around; patty
12158; P12-R01-PastaSalad-117150-118650; P12-R01-PastaSalad; 117150; 118650; Move Around pasta_container; Move Around; pasta_container
12159; P05-R02-TurkeySandwich-357284-363891; P05-R02-TurkeySandwich; 357284; 363891; Take bread_container; Take; bread_container
12160; P17-R04-ContinentalBreakfast-294637-297996; P17-R04-ContinentalBreakfast; 294637; 297996; Take bread; Take; bread
12161; P04-R01-PastaSalad-450847-451967; P04-R01-PastaSalad; 450847; 451967; Put tomato; Put; tomato
12163; P14-R02-TurkeySandwich-265362-279162; P14-R02-TurkeySandwich; 265362; 279162; Cut tomato; Cut; tomato
12164; P18-R03-BaconAndEggs-566263-572177; P18-R03-BaconAndEggs; 566263; 572177; Inspect/Read recipe; Inspect/Read; recipe
12165; P14-R01-PastaSalad-287905-290544; P14-R01-PastaSalad; 287905; 290544; Take bell_pepper; Take; bell_pepper
12166; P06-R02-TurkeySandwich-285806-288553; P06-R02-TurkeySandwich; 285806; 288553; Put deli_meat; Put; deli_meat
12167; P22-R03-BaconAndEggs-1731290-1736250; P22-R03-BaconAndEggs; 1731290; 1736250; Open condiment_container; Open; condiment_container
